song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4u4NyuceXP7Uzh7XFJKCr1,0.658,0.634,C♯/D♭,-5.797,minor,0.0413,0.0106,0.0,0.132,0.29,139.98,170813,4
4O3RwH1TFG1EjPezLIYehI,0.53,0.37,F♯/G♭,-9.989,major,0.0279,0.806,0.0,0.112,0.701,140.061,206734,4
3XoflnowYPFRPOh3uFvHcm,0.723,0.646,F,-7.973,minor,0.102,0.0206,0.352,0.0994,0.443,110.971,168649,4
1rICTKr67UUnoDVvOj4A8c,0.72,0.597,C♯/D♭,-6.501,major,0.217,0.171,0.0,0.17,0.367,150.138,185992,4
4IaizE26moyyMYn70TeFiX,0.586,0.185,F,-14.343,major,0.0651,0.76,1.07e-06,0.107,0.505,186.247,148267,4
7kTlHVCARylJAqm40yVoWE,0.581,0.584,D,-4.928,major,0.284,0.0805,0.0,0.366,0.756,179.954,206046,4
56D251hqnHtPSgwSH5a0fl,0.716,0.698,B,-5.644,major,0.0415,0.0126,8.7e-05,0.0733,0.742,119.994,172559,4
1xMvdOFQaql3EBkHmuh2TK,0.893,0.565,C♯/D♭,-4.74,major,0.268,0.0754,0.0,0.0375,0.808,81.009,156432,4
3M4rxsJSUvKPjGy5yMeQ5j,0.629,0.788,D,-6.467,major,0.0242,0.0119,1.15e-06,0.14,0.561,104.971,181267,4
1RSBK5VWdjPjHEmRhAkS4Q,0.659,0.877,B,-5.089,minor,0.0288,0.0878,0.0,0.094,0.471,119.992,160871,4
1bd4heB3yXc5iFTPoOMPuo,0.589,0.364,C♯/D♭,-8.079,minor,0.0419,0.595,0.0,0.334,0.21,104.991,187629,4
5Ofdnu8hv625HP7OXoE2nj,0.845,0.563,A♯/B♭,-5.133,major,0.103,0.084,0.0,0.0846,0.762,148.013,138704,4
1q2Zb0v5ZGxKDktEz7wSPb,0.58,0.788,D,-4.714,major,0.259,0.0123,1.84e-05,0.368,0.72,148.992,182426,4
5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,A♯/B♭,-4.045,minor,0.046,0.101,0.0,0.122,0.101,100.541,205427,4
35RJhm1pEovTBwnNR0zWad,0.695,0.343,F,-10.798,major,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,218902,4
3jjXUFDKTWVSUNi8xFI8Y5,0.71,0.587,A,-7.896,major,0.0341,0.06,0.0,0.144,0.528,103.058,180387,4
3hLuHKzG1cmlRpq53ZVWd8,0.519,0.552,D,-5.023,major,0.0259,0.18,0.0,0.149,0.331,89.957,215141,4
2Lhdl74nwwVGOE2Gv35QuK,0.72,0.744,C♯/D♭,-6.938,minor,0.12,0.237,0.0,0.255,0.619,78.953,243773,4
4xkOaSrkexMciUUogZKVTS,0.548,0.847,C♯/D♭,-3.237,major,0.186,0.0622,0.0,0.0816,0.1,171.447,297787,4
2Zt8kdAVOVIfeCtbMAd21c,0.787,0.474,G♯/A♭,-9.068,minor,0.327,0.553,0.0,0.133,0.454,140.937,110500,4
2MZrOmrVxRmmOoFW6dhenG,0.637,0.912,F,-3.123,major,0.308,0.352,0.0,0.0657,0.451,116.919,234852,4
6FE2iI43OZnszFLuLtvvmg,0.72,0.791,C♯/D♭,-4.689,major,0.124,0.0384,0.0,0.157,0.756,102.071,175427,4
2NnJpRXIlx35Vij3bPZO0h,0.632,0.922,G,-2.173,major,0.0794,0.00558,1.81e-05,0.0927,0.497,88.972,137747,4
45kgqMRkC29qjBlzeaJcad,0.613,0.61,F,-8.633,minor,0.246,0.211,0.000361,0.152,0.433,160.004,252021,4
2pn8dNVSpYnAtlKFC8Q0DJ,0.311,0.607,C♯/D♭,-6.578,major,0.11,0.0174,0.0,0.131,0.286,188.7,168086,4
7FdUvDkaE24o3FPIWTvzv2,0.542,0.732,A,-5.956,major,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,175644,4
079Ey5uxL04AKPQgVQwx5h,0.823,0.544,F,-7.132,major,0.0715,0.0215,0.00315,0.0966,0.664,149.903,186088,4
6LZ9FO9UsGIcTKbShnfNsG,0.548,0.35,G,-12.52,major,0.0579,0.273,0.0041,0.362,0.0802,167.682,221975,4
2eFjKl5cyPPYElDByCh6Tb,0.526,0.667,A,-5.451,major,0.0437,0.0505,0.0,0.321,0.43,155.085,165779,4
36CiGk9oRdwTnBDMgKEfjl,0.787,0.641,G♯/A♭,-7.376,major,0.315,0.101,0.00534,0.07,0.437,182.003,184134,4
2dHoVW9AxJVSRebPRyV2aA,0.647,0.377,F♯/G♭,-6.003,major,0.0375,0.594,0.0,0.0768,0.653,79.936,207164,4
5JycxhApZmzbA4xSwvqh6k,0.523,0.543,F,-8.39,minor,0.156,0.65,0.0,0.257,0.318,116.161,127807,3
6WfaFTqUabc64Jjp5e3e7v,0.648,0.798,F♯/G♭,-6.088,major,0.179,0.0332,0.0,0.201,0.607,156.023,192319,4
6fRxMU4LWwyaSSowV441IU,0.713,0.676,A♯/B♭,-5.483,major,0.027,0.0377,0.0,0.154,0.721,99.048,227395,4
00selpxxljfn9n5Pf4K3VR,0.583,0.405,C,-11.295,major,0.0534,0.643,0.00391,0.108,0.549,84.997,251133,4
6vFsBXYczYsP0H3lgunZOm,0.637,0.929,E,-3.593,major,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351,4
14JFKtBSqefxfMiKhq6JT8,0.582,0.868,B,-3.927,major,0.0522,0.146,0.0,0.103,0.555,90.105,179153,4
5hChuUMe5iHfjkXgzj1D4b,0.641,0.598,G,-5.7,minor,0.324,0.381,0.0,0.0921,0.285,131.459,199706,5
0Jlcvv8IykzHaSmj49uNW8,0.777,0.357,C,-6.942,major,0.0522,0.757,7.28e-06,0.108,0.172,139.883,210252,4
3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,F,-9.208,major,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923,4
2ePtv8MlBO9nuuXABqAfEX,0.748,0.734,C,-6.499,major,0.124,0.524,1.15e-05,0.0975,0.368,97.753,80081,4
7rSERmjAT38lC5QhJ8hnQc,0.452,0.928,D,-3.133,major,0.079,0.000706,0.000637,0.226,0.6,129.188,153600,4
3wkKkFAtYSTRwqOydW6T0I,0.698,0.879,E,-3.928,minor,0.0306,0.00236,0.119,0.129,0.645,120.018,196813,4
4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,C,-6.181,major,0.119,0.321,0.0,0.42,0.464,90.03,198082,4
4MmMxyew8yq1OEyJOMaX6M,0.608,0.547,B,-8.151,major,0.0368,0.131,0.0,0.0974,0.108,99.947,174406,4
1nahzW3kfMuwReTka28tH5,0.658,0.634,C♯/D♭,-6.068,minor,0.0431,0.0104,0.0,0.12,0.302,140.002,170813,4
137mSruegm1u6x9NvwiagR,0.495,0.333,E,-10.109,minor,0.0288,0.737,0.0,0.112,0.37,99.757,158324,4
0oaY19dUwZimIgzn3ZZLZO,0.583,0.444,A,-8.601,major,0.0456,0.593,0.0,0.353,0.167,119.59,152796,4
5NU40QTlXrDUJzDBdv79bg,0.677,0.633,G,-7.831,major,0.0771,0.0314,0.0,0.112,0.409,89.934,187239,4
3T03rPwlL8NVk1yIaxeD8U,0.509,0.228,E,-8.68,major,0.0332,0.92,0.0,0.104,0.586,90.674,156468,4
6Xgq7MvZiet0hVi3KaDSgJ,0.67,0.693,F♯/G♭,-8.34,major,0.35,0.2,0.0,0.0909,0.388,87.017,212093,4
2WnAKZefdRHxtBEkRjFOHC,0.685,0.521,D,-8.285,major,0.0345,0.185,3.59e-06,0.111,0.578,115.885,190779,4
6Z2pe32hFnUd2x5NgO5KFc,0.729,0.632,C♯/D♭,-6.572,major,0.032,0.00196,2.62e-06,0.0848,0.702,135.027,198426,4
1EsTfiu26JucTyc5npjJU4,0.756,0.59,G♯/A♭,-6.665,major,0.0589,0.068,1.45e-06,0.159,0.382,127.143,186696,4
5dPz35akJjPqb17yeqNwqH,0.604,0.741,D,-5.571,major,0.0475,0.178,3.49e-05,0.409,0.473,153.947,153190,4
2tB9OFgAHjAds3cqquLlvp,0.79,0.724,C♯/D♭,-6.972,major,0.0852,0.0696,2.33e-06,0.113,0.642,101.04,159250,4
0pYUyZ3aQR1fAOdhXfoD3R,0.547,0.753,D,-7.677,major,0.0463,0.000286,8.72e-05,0.12,0.375,75.999,179415,4
3S8jK1mGzQi24ilFb45DAZ,0.619,0.241,B,-7.102,minor,0.046,0.9,0.0,0.116,0.0719,79.461,149190,4
6cQ08IpBxxfGcSKxqE3NmB,0.809,0.638,C♯/D♭,-7.268,minor,0.257,0.0758,0.0,0.15,0.392,117.982,144349,4
680qLWCMRfR6evrNNBCE9e,0.649,0.429,A♯/B♭,-8.428,minor,0.468,0.386,0.0,0.311,0.426,100.389,104008,3
4Hl9rOqYomojCmxYfr25im,0.493,0.263,C,-12.805,major,0.0351,0.926,0.0,0.0879,0.158,122.792,333710,4
0hyImI8JaWONOrzKH7kJsC,0.387,0.339,D,-12.962,minor,0.0489,0.918,0.00272,0.13,0.273,137.199,215674,4
7bPWdJgx8vek7S5i5yAtvG,0.334,0.276,E,-13.125,minor,0.0643,0.877,0.000249,0.113,0.429,201.025,271177,3
5RJot1fR8C90lLXzHtUqpo,0.397,0.206,D,-12.487,major,0.0389,0.947,1.35e-05,0.119,0.27,120.702,246610,1
1dBBmAddRRIw6GwF7dPz6z,0.397,0.262,C,-14.608,major,0.0916,0.842,6.6e-06,0.0999,0.124,80.434,235665,4
73xjJ1TIE6WP3HNKczQE4F,0.925,0.322,B,-9.8,minor,0.112,0.103,0.0,0.137,0.712,129.957,170233,4
0tIHHwV2eL10rpQ1fiyDjz,0.882,0.471,D,-8.827,minor,0.118,0.058,0.0,0.0991,0.372,95.02,141663,4
1gxdWpeOUBpvB908fiZs4D,0.303,0.249,C,-11.715,major,0.111,0.97,1.95e-05,0.117,0.131,66.932,200661,4
1VpKOZ6nnap41hh5CbY8gJ,0.884,0.665,B,-7.929,major,0.0646,0.38,9.36e-06,0.111,0.472,110.016,134087,4
0Z3JiHn6mhcObPmKhV9WRW,0.445,0.116,G,-14.87,major,0.0368,0.947,1.69e-05,0.11,0.139,167.992,245635,4
3WIifw9lqdgSZpt9renBAg,0.584,0.283,A,-12.893,minor,0.0309,0.901,0.0332,0.127,0.278,106.068,306205,4
1hn1kCOG5dm1XgZYKpfaLR,0.37,0.314,A♯/B♭,-9.677,minor,0.0445,0.912,2.09e-06,0.0989,0.221,97.4,177536,5
6F2r4HgpJnvKDmkN6JEN6J,0.595,0.543,B,-8.149,major,0.038,0.127,0.0,0.0975,0.109,99.928,174406,4
6I3mqTwhRpn34SLVafSH7G,0.601,0.741,D,-5.569,major,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190,4
7aely3H8kMj9o0gt6vXHE1,0.728,0.629,C♯/D♭,-6.629,major,0.0318,0.00196,1.94e-06,0.0847,0.71,135.031,198426,4
27UcQ6dAvQrgH9C880rCM3,0.759,0.584,G♯/A♭,-6.655,major,0.06,0.0652,1.59e-06,0.16,0.374,127.138,186696,4
3buwFfY33H32wfZ6X9poV3,0.551,0.756,D,-7.679,major,0.045,0.000284,9.48e-05,0.118,0.359,75.991,179415,4
2gzOFnP4J0AytvaPd86Rhm,0.84,0.692,C♯/D♭,-2.182,major,0.0689,0.0871,0.0154,0.251,0.597,89.991,227700,4
161DnLWsx1i3u1JT05lzqU,0.498,0.59,C♯/D♭,-4.721,minor,0.032,0.511,0.0,0.107,0.0784,145.867,217867,4
0wsvDWzKTulboY8U6CPt3z,0.94,0.813,D,0.348,major,0.11,0.111,0.0117,0.0768,0.911,120.023,163462,4
5FQPpxOXsvkMN6v18gtpwY,0.74,0.517,C♯/D♭,-6.233,minor,0.0506,0.0183,0.0,0.0558,0.698,139.917,170858,4
2769RhOZs0ezRncRW1vryp,0.509,0.498,D,-6.94,major,0.0315,0.413,0.0,0.0674,0.283,99.729,222861,4
0JGQASbzeUjibbQp2Eu0Yv,0.55,0.637,G♯/A♭,-5.212,major,0.163,0.597,0.0,0.129,0.535,84.448,160078,4
11ZulcYY4lowvcQm4oe3VJ,0.964,0.398,B,-8.981,minor,0.0795,0.00151,3.95e-05,0.101,0.563,105.012,178405,4
5pcjystBtalYeqaiXCcgEY,0.589,0.496,D,-7.606,major,0.0377,0.818,0.0,0.101,0.44,142.731,220839,4
3BZEcbdtXQSo7OrvKRJ6mb,0.61,0.508,G♯/A♭,-6.682,minor,0.152,0.297,0.0,0.384,0.758,178.818,137876,4
7HsjuVBM93Z2RoxjpWLgTT,0.726,0.411,C♯/D♭,-12.929,major,0.0671,0.438,0.0,0.087,0.734,137.905,190459,3
5pRTz4O2qOkr5nawemy6Wb,0.55,0.637,G♯/A♭,-5.212,major,0.163,0.597,0.0,0.129,0.535,84.448,160078,4
3JYxIozjRsvEmHrIvfFhud,0.613,0.61,F,-8.633,minor,0.246,0.211,0.000361,0.152,0.433,160.004,252021,4
4jPy3l0RUwlUI9T5XHBW2m,0.701,0.716,G,-3.671,minor,0.0361,0.174,0.0,0.324,0.732,91.007,140533,4
7tTRFVlFzk6yTnoMcParmi,0.775,0.757,A,-4.607,minor,0.228,0.489,0.0,0.28,0.541,140.044,251237,4
31IfCad1R5g6xqsfdrKwnE,0.498,0.517,F♯/G♭,-11.403,minor,0.262,0.211,0.0,0.339,0.405,109.716,188969,5
2I2AqFb0f9UNnolWc2MafC,0.736,0.526,C♯/D♭,-6.462,minor,0.0566,0.0153,0.0,0.0628,0.654,139.84,170880,4
09A5LOafre1MtFCBrjKmN4,0.478,0.537,B,-8.378,minor,0.111,0.248,0.0,0.271,0.384,82.902,161019,4
2wv6Kof28CpUCVkSuATXW9,0.697,0.684,C♯/D♭,-7.272,minor,0.187,0.264,0.0,0.0398,0.712,161.922,165926,4
2vl0D1b0M6UHlD1Fjh5j1m,0.883,0.446,G♯/A♭,-8.723,minor,0.296,0.0253,0.0,0.103,0.463,92.95,165161,4
1PTVGdcYyLFnJKVOkaxQWj,0.637,0.912,F,-3.123,major,0.308,0.352,0.0,0.0657,0.451,116.919,234852,4
6aCC0TK1IJPALdwniMbok3,0.662,0.641,D♯/E♭,-5.013,minor,0.21,0.498,0.0,0.315,0.882,172.93,249579,4
27a0ydWvFCt4jgl9m61lS1,0.788,0.933,A,-2.664,major,0.298,0.599,0.0,0.685,0.6,139.016,229657,4
1mvI5pGoh84IiFSbWxEkGH,0.788,0.652,C♯/D♭,-3.931,major,0.405,0.373,0.0,0.755,0.812,128.108,243760,4
0hxRyDVC61KlZGS6m2Min4,0.694,0.525,B,-8.619,major,0.0806,0.0318,0.0,0.217,0.348,93.978,228373,4
03ERnTvSV5fy8WAyvA4uNP,0.879,0.574,A♯/B♭,-5.602,minor,0.391,0.519,8.76e-06,0.144,0.346,144.911,243463,4
2D6vfFZxQ5YzPPBODls1a9,0.619,0.573,C♯/D♭,-7.277,major,0.393,0.0352,0.0,0.228,0.376,175.187,166392,3
2kONpeXXK70YEs7c0UQbmq,0.413,0.64,G♯/A♭,-5.811,major,0.0427,0.273,0.0,0.11,0.149,75.245,243992,4
78p1rF7xx1snnaKxtUzBHn,0.829,0.343,C,-4.962,major,0.0982,0.00718,0.0,0.172,0.309,78.061,135418,4
10Z9RbwrTbQ0gQeNRJ2dC1,0.48,0.274,D,-7.083,major,0.0317,0.771,0.0,0.114,0.332,179.637,207020,3
4WjKemXvKTBbNFXZlQSxtf,0.516,0.509,C♯/D♭,-9.611,major,0.443,0.415,0.0,0.708,0.682,75.927,193455,1
7HiIy4QaA5ud7ZuuyBysKk,0.528,0.854,G,-3.94,major,0.532,0.645,0.0,0.617,0.512,179.835,279941,3
2FSVMyqLldC36p0deIYvI9,0.746,0.884,A♯/B♭,-3.348,minor,0.33,0.138,0.0,0.146,0.664,140.1,264416,4
7ipUYshiPzzUs9EdeOsBFO,0.659,0.689,B,-5.129,minor,0.449,0.213,0.0,0.0791,0.61,124.934,195226,4
3uOIoS7lOvzQAtbbyttHp6,0.717,0.758,D,-5.576,minor,0.268,0.0791,7.08e-06,0.293,0.252,91.983,201160,4
1YEXlV81t42IuXMnL600rg,0.625,0.715,G,-4.539,minor,0.0942,0.0413,0.0,0.102,0.0377,84.794,205769,4
7BG9FMjUVSCbVSCqP4drUU,0.725,0.548,F,-9.406,major,0.23,0.162,0.0,0.182,0.696,160.858,155031,4
2hRlHXzOf14ArYmOPeAXsa,0.692,0.721,A,-3.244,minor,0.389,0.405,0.0,0.0773,0.496,168.084,200050,4
0xR81QLM70brYBSNh2ga8w,0.741,0.727,G♯/A♭,-6.448,major,0.1,0.139,0.0,0.107,0.631,84.988,133272,4
1snCyfUEoAFGMRzeGrwdio,0.492,0.359,G♯/A♭,-12.047,minor,0.187,0.819,0.0,0.0962,0.649,153.738,178854,3
1Thr5Yh8gHXeCSOpi2icWv,0.693,0.53,C♯/D♭,-10.27,major,0.14,0.0213,2.18e-06,0.109,0.535,81.963,204171,4
59ltMnCjkPJqUM4pBlc1o2,0.727,0.716,A,-5.429,major,0.0346,0.00968,0.0,0.12,0.911,150.071,215020,4
0KBa4BiUHxQNrqsaDZzUG7,0.522,0.523,C♯/D♭,-9.325,major,0.0538,0.183,0.0,0.122,0.184,82.408,185074,4
5byWPNSh2hi0ULmDxBgLyV,0.774,0.412,C♯/D♭,-8.619,major,0.378,0.026,0.0,0.088,0.38,139.943,116760,4
0xfguqfRh0A3uVRW2owqgr,0.709,0.586,B,-9.018,minor,0.0297,0.157,0.0,0.0717,0.455,116.974,168205,4
1y5vxuMfT7g0b06wKAqbyH,0.676,0.561,C,-8.947,minor,0.069,0.471,0.0,0.0829,0.587,148.93,178792,4
2FSGUA0gFgGeQdprjtGM2M,0.635,0.706,F,-3.224,minor,0.125,0.256,0.0,0.108,0.443,88.863,209160,4
3JVTsvTldB6arHVlmxmTnM,0.831,0.727,G♯/A♭,-3.657,minor,0.169,0.447,0.0,0.111,0.703,125.068,213080,4
5o8vtKtAL1T5IpGhbYfUaa,0.57,0.585,D,-9.512,major,0.0938,0.205,0.0,0.188,0.351,84.906,146603,4
6YIivt0G3ZUuNrM62jp9pL,0.695,0.541,D,-8.35,major,0.046,0.00707,0.0,0.104,0.409,140.018,207600,4
2jxcEzaE3CswThYZHnEhmD,0.682,0.667,G♯/A♭,-7.416,major,0.109,0.0063,0.0,0.218,0.683,78.0,269515,1
1WvrDdouh6C51In1SdATbq,0.864,0.658,C♯/D♭,-4.105,minor,0.154,0.204,0.000626,0.105,0.865,163.922,178693,4
7ejeQLLLGjVriLS7cojERB,0.599,0.537,A,-7.625,major,0.0268,0.935,0.893,0.301,0.258,123.722,212750,3
0DNv3QYWibdoxgyLykB2l8,0.357,0.45,G,-11.363,major,0.0987,0.125,0.00782,0.112,0.3,93.107,140251,4
61KpQadow081I2AsbeLcsb,0.439,0.61,A,-7.236,major,0.116,0.593,1.07e-05,0.341,0.172,181.088,215508,4
3J8EOeKLTLXORtWPpOU5bE,0.907,0.393,E,-7.636,minor,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458,4
4yyX2Iu4xJjW9xMvBZKSBi,0.538,0.512,E,-4.548,minor,0.0262,0.22,0.0,0.101,0.12,144.978,204632,4
4eNOLmx8r2IJAVKvBBL1jv,0.808,0.639,C♯/D♭,-7.266,minor,0.279,0.0802,0.0,0.15,0.395,118.0,144349,4
1dg3qy5DjoJodawfOCgrTP,0.88,0.575,F♯/G♭,-6.091,major,0.163,0.415,0.0,0.109,0.671,120.031,232048,4
1kdixtbMh0JUWlvSDmfM9I,0.782,0.497,C,-5.415,major,0.286,0.0391,0.0,0.209,0.522,77.488,155200,4
0VQ3GSPdl4njPOr3lyaoaD,0.413,0.64,G♯/A♭,-5.811,major,0.0427,0.273,0.0,0.11,0.149,75.245,243992,4
3AmqJsyZDFA8EHC461R7bY,0.593,0.512,G♯/A♭,-7.837,minor,0.0737,0.58,0.0,0.0996,0.192,95.733,170000,4
3UHPGOkUcE4hE7sqBF4Snt,0.499,0.709,A♯/B♭,-6.404,major,0.134,0.296,0.0,0.331,0.314,164.032,214621,4
5TWDEpnXNbkigqoxg1cX4J,0.523,0.56,D,-9.591,major,0.232,0.0185,0.000506,0.103,0.124,86.123,245181,1
4KIkADzoVm3A10E9qyjsQ5,0.871,0.545,G,-10.489,major,0.189,0.0143,0.0,0.148,0.722,100.482,155720,4
375tzmoW3QegQYqcljebOW,0.621,0.304,E,-8.93,minor,0.0566,0.746,0.0,0.0889,0.481,84.974,63486,4
7Bk0uXKk1uPT0XuQbpFzvs,0.849,0.701,F♯/G♭,-4.407,minor,0.06,0.407,0.0,0.112,0.505,98.005,261667,4
5fE4atLXhuXBOyZ05xV20o,0.745,0.667,D,-6.228,major,0.129,0.479,0.0,0.137,0.391,97.525,189886,4
5j5MbkYwoJKV1gASgobqpe,0.785,0.611,G♯/A♭,-6.819,minor,0.218,0.00495,0.0,0.11,0.539,138.971,193381,4
1mMLMZYXkMueg65jRRWG1l,0.551,0.801,F♯/G♭,-5.069,major,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4
4u7EnebtmKWzUH433cf5Qv,0.414,0.404,C,-9.928,minor,0.0499,0.271,0.0,0.3,0.224,71.105,354320,4
4RvWPyQ5RL0ao9LPZeSouE,0.645,0.795,G,-12.095,major,0.0527,0.347,0.00389,0.104,0.535,112.067,251489,4
2cX2coZS1PYBfPs8wgbdWE,0.601,0.703,G,-6.24,major,0.0379,0.175,8.4e-05,0.571,0.673,106.164,196213,4
0X8oueifkU63CazZUZ1qSA,0.516,0.523,G,-5.672,major,0.033,0.327,0.0,0.0886,0.401,150.012,157500,4
5r1JVS1EjyHDGhzlAxdAQl,0.627,0.596,D♯/E♭,-4.625,minor,0.441,0.623,3.69e-06,0.129,0.464,125.362,164839,5
4yugZvBYaoREkJKtbG08Qr,0.575,0.67,G,-10.39,major,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578,4
3eBnEo9WL34ulBCZlLpUQO,0.566,0.713,F♯/G♭,-4.25,major,0.0418,0.645,0.0,0.114,0.805,169.861,238147,4
7yq4Qj7cqayVTp3FF9CWbm,0.484,0.731,C♯/D♭,-6.694,major,0.0379,0.431,0.0,0.151,0.51,101.654,204280,4
2AYEOC02WLhUiOoaig2SEH,0.545,0.968,A,-3.553,minor,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386,4
7l2tmgUhV7Y2aJHjiszifg,0.661,0.819,B,-6.269,minor,0.0519,0.167,0.0,0.0647,0.724,135.937,277592,4
2z0IupRlVRlDN5r2IVqHyN,0.588,0.856,A,-5.242,minor,0.0316,0.000818,0.0739,0.238,0.635,96.966,175044,4
453XFFLA4D028MrRuXBl9i,0.534,0.744,C,-6.916,minor,0.213,0.0772,0.0,0.175,0.36,114.795,184764,3
0lkQOB949M2gLyut86aJ1b,0.636,0.676,D,-3.442,major,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760,4
43PGPuHIlVOc04jrZVh9L6,0.789,0.536,F♯/G♭,-6.862,major,0.242,0.41,0.0,0.129,0.437,81.039,165926,4
2CYVETnhM9aytqrazYYwrK,0.66,0.817,B,-6.269,minor,0.0521,0.162,0.0,0.0667,0.714,135.942,277592,4
77sMIMlNaSURUAXq5coCxE,0.569,0.741,F,-4.963,major,0.0282,0.0122,0.0,0.333,0.43,100.118,241592,4
1qrpoAMXodY6895hGKoUpA,0.632,0.773,F♯/G♭,-4.856,major,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124,4
6YvqWjhGD8mB5QXcbcUKtx,0.627,0.792,D,-4.311,major,0.031,0.13,3.97e-06,0.0845,0.415,119.054,235767,4
748mdHapucXQri7IAO8yFK,0.762,0.701,G♯/A♭,-3.541,major,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,4
2nqio0SfWg6gh2eCtfuMa5,0.559,0.646,G,-4.61,major,0.0272,0.116,0.0,0.32,0.289,95.466,294419,4
550erGcdD9n6PnwxrvYqZT,0.788,0.571,F♯/G♭,-6.135,major,0.0296,0.106,0.0,0.0934,0.797,115.99,254255,4
22bPsP2jCgbLUvh82U0Z3M,0.402,0.732,F,-4.665,major,0.0484,0.0033,0.0,0.108,0.472,161.032,243137,4
5YL553x8sHderRBDlm3NM3,0.423,0.517,C,-7.377,major,0.0486,0.369,0.0,0.177,0.366,185.262,234516,4
7HC7R2D8WjXVcUHJyEGjRs,0.506,0.626,C♯/D♭,-6.066,major,0.0287,0.156,0.0,0.228,0.321,148.035,263377,4
1msEuwSBneBKpVCZQcFTsU,0.598,0.821,A♯/B♭,-4.433,major,0.0447,0.0231,0.0,0.143,0.673,128.03,225328,4
0k0vFacOHNuArLWMiH60p7,0.578,0.909,G,-3.669,major,0.0628,0.0222,0.0,0.333,0.541,100.023,200576,4
6iiAfo4wTA2CVC3Uwx9uh8,0.506,0.444,F♯/G♭,-4.99,major,0.0285,0.0538,0.0,0.123,0.241,133.873,261843,4
1zzxoZVylsna2BQB65Ppcb,0.761,0.899,A♯/B♭,-3.09,minor,0.183,0.0135,0.0,0.0719,0.673,95.027,217587,4
4CHpVfAhuxNJ3ibExe6kxO,0.599,0.494,D,-7.61,major,0.0372,0.816,0.0,0.101,0.44,142.893,220839,4
7eResoqEJJAVTkQYSqvO3P,0.588,0.608,F,-7.062,major,0.0365,0.225,0.0,0.092,0.508,90.201,189496,4
1BKT2I9x4RGKaKqW4up34s,0.88,0.577,A♯/B♭,-8.093,minor,0.302,0.0564,1.02e-06,0.201,0.74,90.991,214440,4
6ON9UuIq49xXY9GPmHIYRp,0.642,0.576,C♯/D♭,-8.524,major,0.0282,0.488,0.0,0.159,0.469,125.0,245290,4
34V9RiEPe8MNdU32qJsJa1,0.609,0.373,C,-8.819,major,0.0263,0.849,0.0,0.0779,0.13,106.007,244237,4
4uuEGH5SVuzkkSFjo2DEiY,0.563,0.473,D♯/E♭,-11.548,major,0.0503,0.514,1.2e-05,0.109,0.405,101.934,208609,4
3ExweHKZF9B752DPQByRVT,0.499,0.815,F,-4.063,major,0.0341,0.000191,0.0,0.181,0.344,95.999,279360,4
2m3ObD945KvpE5y9A1eUWm,0.572,0.69,D,-6.201,major,0.0358,0.0474,0.0,0.0897,0.624,160.111,237580,4
01QdEx6kFr78ZejhQtWR5m,0.546,0.273,A,-9.208,major,0.0308,0.819,0.0,0.137,0.271,118.753,267833,4
4qUijfYU8EoIWiY6oSyrgT,0.624,0.624,F,-7.86,major,0.0539,0.334,0.0,0.0995,0.527,80.132,242158,4
2JoJrsEV15OzbijS47lids,0.482,0.779,G,-5.025,major,0.0409,0.0135,0.0,0.296,0.328,158.162,241822,4
0tQ9vBYpldCuikPsbgOVKA,0.393,0.531,F,-6.112,major,0.0329,0.0181,0.0,0.169,0.224,200.391,312107,4
1n2wszmJyVkw6FHqyLnQsY,0.476,0.564,D,-5.677,major,0.0269,0.0406,0.0,0.102,0.167,143.929,237339,4
0LWkaEyQRkF0XAms8Bg1fC,0.51,0.931,B,-3.302,major,0.347,0.0738,0.0,0.5,0.53,201.936,268867,4
1cSFlSBdpT4F5vb1frQ231,0.432,0.873,E,-4.367,major,0.0577,0.0279,0.0,0.167,0.629,163.936,238444,4
51A8eKvvZz9uydvIZ7xRSV,0.454,0.555,D,-6.69,major,0.0283,0.157,0.0,0.343,0.171,171.862,263865,4
6RUpJeXT6U4SPEafnr9Wr7,0.537,0.948,G♯/A♭,-3.063,major,0.355,0.151,0.0,0.356,0.792,186.151,286267,4
2CdTLdDjwZdVcm0bresVWx,0.503,0.548,C,-7.564,minor,0.164,0.0751,0.000234,0.145,0.441,94.036,228920,4
3MK6OsCb4VJGdPxvXjW8Q9,0.784,0.539,G,-8.938,minor,0.274,0.0818,0.0,0.106,0.576,149.059,202560,4
